Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1718203,Oqdaryo tumani,Акдарьинский район,Akdarya district,Оқдарё тумани,139.0,124.0,68.0,75.0,93.0,53.0,51.0,41.0,57.0,57.0,148.0,76.0,162.0,202.0,806.0,1253.0
1718206,Bulung‘ur tumani,Булунгурский район,Bulungur district,Булунғур тумани,150.0,116.0,69.0,64.0,62.0,118.0,104.0,92.0,67.0,64.0,87.0,114.0,83.0,126.0,836.0,1138.0
1718209,Jomboy tumani,Джамбайский район,Jomboy district,Жомбой тумани,141.0,113.0,52.0,69.0,62.0,108.0,87.0,118.0,55.0,25.0,27.0,39.0,74.0,94.0,555.0,934.0
1718212,Ishtixon tumani,Иштыханский район,Ishtykhan district,Иштихон тумани,217.0,269.0,125.0,95.0,91.0,104.0,90.0,68.0,79.0,66.0,109.0,135.0,131.0,181.0,1058.0,1575.0
1718215,Kattaqo‘rg‘on tumani,Каттакурганский район,Kattakurgan district,Каттақўрғон тумани,259.0,194.0,109.0,62.0,65.0,107.0,77.0,101.0,71.0,41.0,90.0,106.0,84.0,155.0,905.0,1404.0
1718216,Qo‘shrabot tumani,Кошрабадский район,Koshrabad district,Қўшработ тумани,70.0,78.0,18.0,40.0,33.0,65.0,23.0,24.0,22.0,17.0,54.0,74.0,66.0,83.0,320.0,610.0
1718218,Narpay tumani,Нарпайский район,Narpai district,Нарпай тумани,98.0,99.0,20.0,26.0,19.0,26.0,28.0,38.0,40.0,28.0,34.0,27.0,33.0,57.0,347.0,583.0
1718224,Payariq tumani,Пайарыкский район,Payaryk district,Паяриқ тумани,128.0,108.0,59.0,92.0,74.0,102.0,70.0,78.0,90.0,89.0,193.0,173.0,184.0,219.0,1053.0,1477.0
1718227,Pastdarg‘om tumani,Пастдаргомский район,Pastdargom district,Пастдарғом тумани,373.0,333.0,106.0,147.0,147.0,207.0,119.0,129.0,222.0,115.0,185.0,198.0,278.0,339.0,2019.0,2463.0
1718230,Paxtachi tumani,Пахтачийский район,Pakhtachi district,Пахтачи тумани,109.0,161.0,76.0,67.0,52.0,82.0,78.0,62.0,31.0,32.0,35.0,38.0,49.0,80.0,360.0,641.0
1718233,Samarqand tumani,Самаркандский район,Samarkand district,Самарқанд тумани,182.0,247.0,156.0,142.0,157.0,120.0,97.0,120.0,112.0,140.0,210.0,234.0,357.0,341.0,1036.0,1630.0
1718235,Nurobod tumani,Нурабадский район,Nurabad district,Нуробод тумани,60.0,106.0,49.0,43.0,37.0,67.0,49.0,55.0,75.0,45.0,59.0,62.0,109.0,74.0,583.0,825.0
1718236,Urgut tumani,Ургутский район,Urgut district,Ургут тумани,303.0,169.0,91.0,95.0,84.0,83.0,69.0,46.0,49.0,33.0,59.0,140.0,144.0,146.0,1671.0,2303.0
1718238,Tayloq tumani,Тайлякский район,Tailak district,Тайлоқ тумани,159.0,158.0,62.0,59.0,51.0,103.0,16.0,30.0,31.0,36.0,134.0,132.0,127.0,155.0,721.0,1136.0
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,2571.0,2760.0,2614.0,3476.0,201.0,2571.0,1477.0,942.0,687.0,266.0,419.0,1248.0,1516.0,1695.0,11571.0,15394.0
1722401,Termiz shahri,Город Термез,Termiz  city,Термиз шаҳри,462.0,577.0,227.0,478.0,39.0,97.0,102.0,42.0,56.0,54.0,25.0,154.0,199.0,236.0,2232.0,3205.0
1722201,Oltinsoy tumani,Алтынсайский район,Altynsay district,Олтинсой тумани,53.0,101.0,133.0,156.0,2.0,164.0,106.0,79.0,56.0,14.0,13.0,31.0,43.0,76.0,424.0,565.0
1722202,Angor tumani,Ангорский район,Angor district,Aнгор тумани,80.0,92.0,91.0,195.0,2.0,313.0,50.0,22.0,30.0,5.0,14.0,39.0,44.0,62.0,526.0,569.0
1722203,Bandixon tumani,Бандихонский район,Bandykhan district,Бандихон тумани,62.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,22.0,167.0,263.0
1722204,Boysun tumani,Байсунский район,Baysun district,Бойсун тумани,57.0,121.0,135.0,197.0,0.0,126.0,26.0,43.0,19.0,12.0,31.0,48.0,76.0,118.0,489.0,586.0
1722207,Muzrabot tumani,Музрабадский район,Muzrabad district,Музработ тумани,106.0,95.0,97.0,73.0,5.0,133.0,58.0,45.0,31.0,9.0,17.0,33.0,50.0,65.0,530.0,692.0
1722210,Denov tumani,Денауский район,Denau district,Денов тумани,533.0,286.0,396.0,392.0,36.0,103.0,171.0,110.0,76.0,30.0,45.0,160.0,187.0,218.0,1240.0,1568.0
1722212,Jarqo‘rg‘on tumani,Джаркурганский район,Jarkurgan district,Жарқўрғон тумани,250.0,301.0,276.0,266.0,27.0,375.0,72.0,54.0,48.0,11.0,49.0,107.0,167.0,143.0,958.0,1430.0
1722214,Qumqo‘rg‘on tumani,Кумкурганский район,Kumkurgan district,Қумқўрғон тумани,212.0,265.0,267.0,482.0,12.0,48.0,296.0,152.0,63.0,37.0,48.0,162.0,131.0,129.0,918.0,1068.0
1722215,Qiziriq tumani,Кизирикский район,Kizirik district,Қизириқ тумани,134.0,122.0,202.0,232.0,18.0,305.0,161.0,81.0,57.0,13.0,12.0,63.0,63.0,95.0,610.0,786.0
1722217,Sariosiyo tumani,Сариасийский  район,Sariosia district,Сариосиё тумани,80.0,109.0,120.0,228.0,13.0,178.0,118.0,74.0,53.0,23.0,16.0,33.0,48.0,62.0,479.0,727.0
1722220,Termiz tumani,Термезский район,Termiz district,Термиз тумани,127.0,150.0,142.0,169.0,19.0,145.0,30.0,32.0,26.0,7.0,32.0,49.0,74.0,81.0,839.0,1018.0
1722221,Uzun tumani,Узунский район,Uzun district,Узун тумани,140.0,172.0,167.0,163.0,16.0,272.0,145.0,107.0,94.0,32.0,75.0,117.0,90.0,71.0,479.0,724.0
1722223,Sherobod tumani,Шерабадский район,Sherabad district,Шеробод тумани,194.0,152.0,153.0,141.0,9.0,289.0,76.0,48.0,35.0,8.0,11.0,95.0,141.0,143.0,768.0,986.0
1722226,Sho‘rchi tumani,Шурчинский район,Shurchi district,Шўрчи тумани,81.0,142.0,208.0,304.0,3.0,23.0,66.0,53.0,43.0,11.0,31.0,151.0,191.0,174.0,912.0,1207.0
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,441.0,650.0,659.0,924.0,749.0,791.0,927.0,834.0,711.0,742.0,780.0,1011.0,1188.0,1291.0,6906.0,10727.0
1724401,Guliston shahri,Город Гулистан,Gulistan city,Гулистон шаҳри,145.0,243.0,226.0,331.0,237.0,230.0,289.0,247.0,230.0,211.0,251.0,261.0,283.0,341.0,2095.0,2892.0
1724410,Shirin shahri,Город Ширин,Shirin city,Ширин шаҳри,8.0,12.0,2.0,3.0,9.0,15.0,18.0,31.0,25.0,16.0,24.0,48.0,44.0,52.0,133.0,240.0
1724413,Yangiyer shahri,Город Янгиер,Yangier city,Янгийер шаҳри,14.0,19.0,20.0,29.0,23.0,33.0,31.0,52.0,38.0,55.0,53.0,74.0,110.0,88.0,420.0,630.0
1724206,Oqoltin tumani,Акалтынский район,Akaltyn  district,Оқолтин тумани,38.0,39.0,31.0,57.0,34.0,32.0,36.0,16.0,13.0,34.0,21.0,67.0,142.0,83.0,447.0,734.0
1724212,Boyovut tumani,Баяутский район,Bayaut district,Боёвут тумани,37.0,31.0,31.0,57.0,65.0,59.0,100.0,104.0,90.0,64.0,42.0,116.0,116.0,125.0,463.0,899.0
1724216,Sayxunobod tumani,Сайхунабадский район,Saykhunabad district,Сайхунобод тумани,24.0,60.0,60.0,53.0,50.0,47.0,75.0,27.0,15.0,21.0,31.0,60.0,62.0,64.0,479.0,852.0
1724220,Guliston tumani,Гулистанский район,Gulistan district,Гулистон тумани,18.0,37.0,62.0,61.0,49.0,68.0,69.0,65.0,49.0,91.0,59.0,67.0,76.0,82.0,470.0,885.0
1724226,Sardoba tumani,Сардобский район,Sardoba district,Сардоба тумани,26.0,25.0,45.0,28.0,30.0,31.0,25.0,23.0,18.0,19.0,21.0,38.0,49.0,87.0,381.0,570.0
1724228,Mirzaobod tumani,Мирзаабадский район,Mirzaabad district,Мирзаобод тумани,31.0,33.0,49.0,62.0,48.0,44.0,50.0,44.0,40.0,51.0,49.0,87.0,83.0,116.0,616.0,990.0
1724231,Sirdaryo tumani,Сырдарьинский район,Syrdarya district,Сирдарё тумани,70.0,123.0,111.0,210.0,176.0,202.0,207.0,197.0,158.0,147.0,204.0,166.0,158.0,180.0,1083.0,1499.0
1724235,Xovos tumani,Хавасский район,Khovos district,Ховос тумани,30.0,28.0,22.0,33.0,28.0,30.0,27.0,28.0,35.0,33.0,25.0,27.0,65.0,73.0,319.0,536.0
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,1954.0,2028.0,2197.0,2292.0,2202.0,2833.0,3739.0,3948.0,3856.0,4355.0,5743.0,6066.0,4472.0,5175.0,21285.0,29863.0
1727401,Nurafshon shahri,Город Нурафшон,Nurafshan city,Нурафшон шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,130.0,133.0,92.0,144.0,694.0,1024.0
1727404,Olmaliq shahri,Город Алмалык,Almalyk city,Олмалиқ шаҳри,53.0,90.0,53.0,72.0,60.0,72.0,77.0,83.0,76.0,94.0,155.0,189.0,155.0,203.0,941.0,1294.0
1727407,Angren shahri,Город Ангрен,Angren city,Aнгрен шаҳри,95.0,44.0,81.0,85.0,66.0,86.0,268.0,176.0,479.0,594.0,536.0,575.0,364.0,376.0,1251.0,1644.0
1727413,Bekobod shahri,Город Бекабад,Bekabad city,Бекобод шаҳри,82.0,126.0,118.0,68.0,97.0,145.0,108.0,89.0,56.0,58.0,72.0,87.0,67.0,83.0,491.0,828.0
1727419,Chirchiq shahri,Город Чиpчик,Chirchik city,Чирчиқ шаҳри,45.0,36.0,86.0,73.0,64.0,58.0,40.0,212.0,119.0,103.0,126.0,153.0,147.0,210.0,921.0,1496.0
1727415,Ohangaron shahri,Город Ахангаран,Akhangaran city,Оҳангарон шаҳри,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,101.0,128.0,75.0,89.0,117.0,534.0,847.0
1727424,Yangiyo‘lshahri,Город Янгиюль,Yangiyul city,Янгийўлшаҳри,41.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,344.0,318.0,263.0,304.0,752.0,1093.0
1727206,Oqqo‘rg‘on tumani,Аккурганский район,Akkurgan district,Оққўрғон тумани,67.0,54.0,68.0,55.0,53.0,55.0,47.0,108.0,138.0,135.0,145.0,194.0,124.0,159.0,656.0,947.0
1727212,Ohangaron tumani,Ахангаранский район,Akhangaran district,Оҳангарон тумани,103.0,57.0,129.0,161.0,130.0,147.0,292.0,243.0,150.0,93.0,131.0,148.0,119.0,129.0,673.0,851.0
1727220,Bekobod tumani,Бекабадский район,Bekabad district,Бекобод тумани,78.0,69.0,71.0,86.0,77.0,92.0,87.0,129.0,133.0,127.0,110.0,102.0,95.0,152.0,611.0,1046.0
1727224,Bo‘stonliq tumani,Бостанлыкский район,Bostanlyk district,Бўстонлиқ тумани,116.0,120.0,133.0,131.0,136.0,147.0,409.0,292.0,304.0,347.0,288.0,332.0,218.0,233.0,914.0,1420.0
1727228,Bo‘ka tumani,Букинский район,Buka district,Бўка тумани,197.0,212.0,264.0,324.0,253.0,221.0,350.0,296.0,295.0,246.0,532.0,534.0,435.0,452.0,995.0,1367.0
1727233,Quyichirchiq tumani,Куйичирчикский район,Kuyichirchik district,Қуйичирчиқ тумани,48.0,53.0,68.0,59.0,49.0,59.0,87.0,43.0,74.0,84.0,75.0,98.0,74.0,98.0,534.0,739.0
1727237,Zangiota tumani,Зангиатинский район,Zangiata district,Зангиота тумани,136.0,301.0,319.0,358.0,503.0,883.0,814.0,907.0,819.0,496.0,669.0,713.0,472.0,506.0,2116.0,2874.0
1727239,Yuqorichirchiq tumani,Юкоричирчикский район,Yukorichirchik district,Юқоричирчиқ тумани,66.0,60.0,84.0,76.0,70.0,72.0,111.0,118.0,108.0,93.0,300.0,319.0,222.0,264.0,1053.0,1497.0
1727248,Qibray tumani,Кибрайский район,Kibray district,Қибрай тумани,209.0,171.0,121.0,126.0,132.0,122.0,95.0,120.0,176.0,484.0,731.0,682.0,486.0,523.0,1764.0,2068.0
1727249,Parkent tumani,Паркентский район,Parkent district,Паркент тумани,24.0,46.0,76.0,141.0,134.0,148.0,157.0,145.0,89.0,85.0,84.0,95.0,58.0,79.0,968.0,1366.0
1727250,Piskent tumani,Пскентский район,Piskent district,Пискент тумани,53.0,53.0,46.0,46.0,44.0,34.0,55.0,65.0,82.0,71.0,87.0,115.0,76.0,108.0,599.0,865.0
1727253,O‘rtachirchiq tumani,Уртачирчикский район,Urtachirchik district,Ўртачирчиқ тумани,250.0,240.0,166.0,148.0,123.0,160.0,261.0,268.0,203.0,124.0,127.0,127.0,117.0,154.0,1177.0,1630.0
1727256,Chinoz tumani,Чиназский район,Chinaz district,Чиноз тумани,52.0,51.0,68.0,81.0,41.0,48.0,57.0,74.0,47.0,42.0,299.0,328.0,208.0,222.0,671.0,933.0
1727259,Yangiyo‘l tumani,Янгиюльский район,Yangiyul district,Янгийўл тумани,77.0,111.0,246.0,202.0,170.0,284.0,424.0,580.0,507.0,245.0,195.0,239.0,218.0,241.0,1347.0,1849.0
1727265,Toshkent tumani,Ташкентский район,Tashkent district,Тошкент тумани,126.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.0,479.0,510.0,373.0,418.0,1623.0,2185.0
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,2433.0,2546.0,2850.0,2570.0,1996.0,1340.0,806.0,514.0,432.0,401.0,472.0,1288.0,1859.0,2970.0,19447.0,29644.0
1730401,Farg‘ona shahri,Город Фергана,Fergana city,Фарғона шаҳри,466.0,290.0,372.0,255.0,360.0,221.0,102.0,84.0,94.0,104.0,108.0,227.0,260.0,382.0,3568.0,4967.0
1730405,Qo‘qon shahri,Город Коканд,Kokand city,Қўқон шаҳри,259.0,265.0,271.0,281.0,181.0,129.0,87.0,65.0,53.0,54.0,54.0,124.0,177.0,315.0,2624.0,3675.0
1730408,Quvasoy shahri,Город Кувасай,Kuvasay city,Қувасой шаҳри,29.0,29.0,23.0,26.0,11.0,31.0,32.0,20.0,13.0,12.0,12.0,43.0,45.0,70.0,704.0,1185.0
1730412,Marg‘ilon shahri,Город Маpгилан,Margilan city,Марғилон шаҳри,89.0,217.0,442.0,336.0,212.0,127.0,77.0,52.0,17.0,13.0,13.0,58.0,101.0,159.0,1769.0,2543.0
1730203,Oltiariq tumani,Алтыарыкский район,Altyaryk district,Олтиариқ тумани,78.0,88.0,98.0,36.0,10.0,6.0,2.0,6.0,6.0,5.0,5.0,54.0,69.0,101.0,690.0,1208.0
1730206,Qo‘shtepa tumani,Куштепинский район,Kushtepa district,Қўштепа тумани,131.0,135.0,94.0,73.0,45.0,64.0,30.0,2.0,5.0,15.0,19.0,51.0,56.0,89.0,542.0,926.0
1730209,Bog‘dod tumani,Багдадский район,Baghdad district,Боғдод тумани,91.0,91.0,88.0,124.0,47.0,41.0,10.0,8.0,3.0,3.0,8.0,60.0,84.0,125.0,693.0,1159.0
1730212,Buvayda tumani,Бувайдинский район,Buvayda district,Бувайда тумани,139.0,159.0,201.0,224.0,250.0,156.0,100.0,32.0,27.0,15.0,16.0,44.0,94.0,208.0,1019.0,1521.0
1730215,Beshariq tumani,Бешарыкский район,Besharik district,Бешариқ тумани,46.0,48.0,78.0,75.0,44.0,43.0,21.0,19.0,13.0,12.0,20.0,68.0,85.0,197.0,690.0,1086.0
1730218,Quva tumani,Кувинский район,Kuva district,Қува тумани,74.0,110.0,107.0,126.0,113.0,52.0,68.0,47.0,25.0,28.0,61.0,111.0,195.0,276.0,977.0,1579.0
1730221,Uchko‘prik tumani,Учкуприкский район,Uchkuprik district,Учкўприк тумани,117.0,108.0,211.0,164.0,126.0,80.0,65.0,41.0,47.0,39.0,60.0,108.0,147.0,149.0,953.0,1489.0
1730224,Rishton tumani,Риштанский район,Rishtan district,Риштон тумани,218.0,214.0,100.0,101.0,52.0,58.0,34.0,18.0,13.0,23.0,25.0,50.0,99.0,180.0,585.0,956.0
1730226,So‘x tumani,Сохский район,Sokh district,Сўх тумани,3.0,3.0,11.0,6.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,22.0,21.0,29.0,354.0,611.0
1730227,Toshloq tumani,Ташлакский район,Tashlak district,Тошлоқ тумани,74.0,132.0,50.0,36.0,27.0,35.0,23.0,21.0,22.0,14.0,12.0,26.0,56.0,102.0,921.0,1427.0
1730230,O‘zbekiston tumani,Узбекистанский район,Uzbekistan district,Ўзбекистон тумани,105.0,97.0,87.0,36.0,51.0,23.0,30.0,9.0,26.0,12.0,12.0,38.0,90.0,160.0,955.0,1418.0
1730233,Farg‘ona tumani,Ферганский район,Fergana district,Фарғона тумани,223.0,219.0,183.0,188.0,112.0,104.0,51.0,51.0,36.0,33.0,29.0,71.0,81.0,127.0,545.0,1073.0
1730236,Dang‘ara tumani,Дангаринский район,Dangara district,Данғара тумани,87.0,136.0,175.0,239.0,158.0,166.0,63.0,34.0,27.0,9.0,11.0,69.0,88.0,143.0,1024.0,1462.0
1730238,Furqat tumani,Фуркатский район,Furkat district,Фурқат тумани,31.0,34.0,27.0,26.0,3.0,0.0,9.0,1.0,3.0,8.0,5.0,31.0,52.0,93.0,489.0,812.0
1730242,Yozyovon tumani,Язъяванский район,Yazyavan district,Ёзёвон тумани,173.0,171.0,232.0,218.0,192.0,3.0,1.0,3.0,2.0,2.0,2.0,33.0,59.0,65.0,345.0,547.0
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,2320.0,3143.0,1420.0,705.0,567.0,510.0,612.0,526.0,599.0,928.0,991.0,1483.0,1534.0,2052.0,8092.0,14776.0
1733401,Urganch shahri,Город Ургенч,Urgench city,Урганч шаҳри,513.0,764.0,357.0,234.0,179.0,166.0,178.0,148.0,225.0,380.0,360.0,467.0,342.0,429.0,1353.0,2390.0
1733406,Xiva shahri,Город Хива,Khiva city,Хива шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,53.0,78.0,122.0,119.0,101.0,687.0,1173.0
1733204,Bog‘ot tumani,Багатский район,Bagat district,Боғот тумани,180.0,192.0,72.0,33.0,33.0,29.0,25.0,24.0,20.0,26.0,48.0,95.0,102.0,161.0,549.0,1145.0
1733208,Gurlan tumani,Гурленский район,Gurlan district,Гурлан тумани,183.0,179.0,80.0,35.0,39.0,38.0,43.0,38.0,52.0,31.0,28.0,66.0,68.0,183.0,590.0,1140.0
1733212,Qo‘shko‘pir tumani,Кошкупырский район,Kushkupyr district,Қўшкўпир тумани,206.0,246.0,76.0,33.0,24.0,29.0,27.0,23.0,22.0,28.0,53.0,79.0,106.0,182.0,642.0,1464.0
1733217,Urganch tumani,Ургенчский район,Urgench district,Урганч тумани,229.0,280.0,126.0,45.0,41.0,44.0,35.0,47.0,38.0,94.0,112.0,147.0,160.0,190.0,956.0,1568.0
1733220,Xazorasp tumani,Хазараспский район,Khazarasp district,Хазорасп тумани,118.0,118.0,89.0,37.0,36.0,36.0,35.0,32.0,31.0,34.0,44.0,76.0,152.0,152.0,540.0,946.0
1733221,Tuproqqal’a tumani,Тупроккалинский район,Tuprakkala district,Тупроққалъа тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,26.0,36.0,163.0,281.0
1733223,Xonqa tumani,Ханкинский район,Khanka district,Хонқа тумани,151.0,165.0,92.0,42.0,30.0,25.0,26.0,31.0,34.0,23.0,23.0,59.0,92.0,102.0,552.0,880.0
1733226,Xiva tumani,Хивинский район,Khiva district,Хива тумани,317.0,622.0,256.0,125.0,84.0,58.0,101.0,87.0,53.0,101.0,141.0,160.0,131.0,163.0,682.0,1217.0
1733230,Shovot tumani,Шаватский район,Shavat district,Шовот тумани,168.0,220.0,110.0,37.0,32.0,28.0,79.0,42.0,44.0,90.0,58.0,80.0,88.0,148.0,541.0,1032.0
1733233,Yangiariq tumani,Янгиарыкский район,Yangiaryk district,Янгиариқ тумани,174.0,210.0,111.0,59.0,47.0,36.0,38.0,34.0,38.0,47.0,32.0,82.0,105.0,121.0,426.0,762.0
1733236,Yangibozor tumani,Янгибазарский район,Yangibazar district,Янгибозор тумани,81.0,147.0,51.0,25.0,22.0,21.0,25.0,20.0,27.0,21.0,14.0,38.0,43.0,84.0,411.0,778.0
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,1915.0,3127.0,3342.0,3955.0,2985.0,4387.0,2290.0,1430.0,1158.0,2082.0,3396.0,4588.0,4176.0,4562.0,37158.0,53466.0
1726262,Uchtepa tumani,Учтепинский район,Uchtepa district,Учтепа тумани,52.0,242.0,239.0,273.0,209.0,209.0,98.0,59.0,26.0,226.0,280.0,355.0,316.0,346.0,3420.0,4827.0
1726264,Bektemir tumani,Бектемирский район,Bektemir district,Бектемир тумани,34.0,73.0,47.0,66.0,62.0,72.0,5.0,7.0,5.0,24.0,43.0,92.0,82.0,75.0,780.0,1215.0
1726266,Yunusobod tumani,Юнусабадский район,Yunusabad district,Юнусобод тумани,237.0,364.0,395.0,557.0,317.0,840.0,524.0,378.0,242.0,326.0,702.0,846.0,748.0,775.0,4978.0,6910.0
1726269,Mirzo Ulug‘bek tumani,Мирзо Улугбекский район,Mirzo Ulugbek district,Мирзо Улуғбек тумани,281.0,249.0,353.0,278.0,190.0,319.0,100.0,45.0,33.0,102.0,248.0,411.0,458.0,489.0,4056.0,6145.0
1726273,Mirobod tumani,Мирабадский район,Mirabad district,Миробод тумани,148.0,310.0,333.0,453.0,290.0,277.0,198.0,127.0,97.0,151.0,350.0,485.0,337.0,400.0,2770.0,4066.0
1726277,Shayxontoxur tumani,Шайхантахурский район,Shaykhantakhur district,Шайхонтохур тумани,341.0,411.0,448.0,580.0,324.0,675.0,340.0,191.0,282.0,339.0,465.0,580.0,512.0,539.0,3646.0,5177.0
1726280,Olmazor tumani,Алмазарский район,Almazar district,Олмазор тумани,200.0,205.0,158.0,269.0,318.0,236.0,122.0,66.0,53.0,95.0,178.0,266.0,270.0,321.0,3997.0,5474.0
1726283,Sirg‘ali tumani,Сергелийский район,Sergeli district,Сирғали тумани,130.0,302.0,243.0,207.0,258.0,284.0,149.0,87.0,84.0,98.0,141.0,263.0,206.0,253.0,1704.0,2834.0
1726287,Yakkasaroy tumani,Яккасарайский район,Yakkasaray district,Яккасарой тумани,124.0,278.0,298.0,353.0,282.0,645.0,276.0,137.0,73.0,74.0,111.0,249.0,258.0,275.0,3141.0,4330.0
1726290,Yashnobod tumani,Яшнободский район,Yashnabad district,Яшнобод тумани,138.0,256.0,335.0,376.0,249.0,297.0,109.0,70.0,61.0,253.0,478.0,519.0,441.0,469.0,2847.0,4246.0
1726292,Yangihayot tumani,Янгихаётский район,Yangikhayot district,Янгиҳаёт тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,94.0,809.0,1295.0
1726294,Chilonzor tumani,Чиланзарский район,Chilanzar district,Чилонзор тумани,230.0,437.0,493.0,543.0,486.0,533.0,369.0,263.0,202.0,394.0,400.0,522.0,478.0,526.0,5010.0,6947.0
